PhoneNumber,Email,CreditScore,AgeGroup,FamilyBackground,Income,LeadSource,TimeOnPage,PagesVisited,High_Intent
3788257520,bsalvi@example.net,437,26-35,Single,272212,Direct,238,10,0
06189909962,zkhalsa@example.org,669,36-50,Single,572017,Direct,106,10,0
4290360044,mehulgupta@example.org,488,26-35,Single,215766,Paid Ads,227,14,0
+916347705285,divij59@example.net,624,36-50,Married,625319,Direct,165,2,0
+915381742036,jainshanaya@example.org,342,18-25,Married with Kids,104675,Direct,258,3,0
6836871337,usood@example.com,313,18-25,Single,56822,Social Media,251,6,0
8129624553,nehmat82@example.com,324,18-25,Single,92395,Social Media,158,9,0
1178741326,jayesh05@example.com,530,51+,Married with Kids,471725,Organic Search,17,9,0
09474590992,wborah@example.net,501,26-35,Married,356709,Social Media,172,14,0
+910023696831,zainaseshadri@example.org,555,51+,Married,517526,Social Media,221,12,0
06533746101,zsubramanian@example.org,683,36-50,Married with Kids,591367,Direct,39,14,1
6079215869,lsekhon@example.com,591,36-50,Married with Kids,616691,Organic Search,229,3,1
01850914551,prisha52@example.net,540,51+,Married,446456,Paid Ads,277,2,0
01208467623,suhanasachdeva@example.net,554,36-50,Single,469996,Paid Ads,290,3,0
+912508218541,ahujamanikya@example.org,445,26-35,Single,237553,Referral,175,2,0
02296745910,contractorpurab@example.com,489,18-25,Married,190709,Direct,250,9,0
9374755272,darshitrama@example.com,402,26-35,Single,268027,Organic Search,193,4,0
+919245758160,kapurpari@example.net,429,26-35,Married,268551,Social Media,72,11,0
+914740432669,kadakiakavya@example.org,347,18-25,Married,138914,Referral,71,14,0
1522001482,tara62@example.com,477,51+,Married with Kids,422120,Referral,116,7,0
+911048826849,kashvikarnik@example.com,463,26-35,Married,222343,Organic Search,73,5,0
+911355467354,shrayvyas@example.org,556,26-35,Married with Kids,343515,Paid Ads,97,5,0
6382971352,luthraprerak@example.org,431,18-25,Single,113111,Direct,163,12,0
+912827860746,tbora@example.org,635,36-50,Married,596644,Referral,86,1,0
9587860569,yiyengar@example.com,438,26-35,Single,275238,Referral,101,7,0
02335237877,sdhingra@example.org,628,36-50,Married with Kids,599749,Paid Ads,166,7,1
+912976484027,raghavseshadri@example.com,421,51+,Single,360041,Organic Search,268,10,0
04429403213,echowdhury@example.org,451,26-35,Married with Kids,223422,Referral,287,4,0
3294849594,aaryahi29@example.org,468,18-25,Single,174578,Social Media,61,8,0
4775923439,uthkarsh01@example.net,696,36-50,Married,681726,Referral,51,8,0
7402569332,keyavenkataraman@example.org,367,18-25,Single,151992,Direct,135,7,0
+913630808136,basuanvi@example.net,400,18-25,Married with Kids,81910,Organic Search,120,3,0
+916525755214,hloke@example.net,480,26-35,Married with Kids,289671,Referral,25,9,0
07458188431,venkateshjhanvi@example.org,371,18-25,Married with Kids,262894,Social Media,188,13,0
+911869660890,duttavihaan@example.org,589,36-50,Married with Kids,642042,Paid Ads,231,7,1
7537658517,raghavsani@example.org,367,18-25,Married,180346,Social Media,16,2,0
1901256834,jandra@example.com,420,18-25,Married,136232,Direct,203,4,0
+912693870557,hridaan86@example.net,438,18-25,Married with Kids,159352,Paid Ads,81,10,0
01284970835,sureshadah@example.org,477,26-35,Married,296921,Paid Ads,138,7,0
+910420312705,goyalemir@example.net,558,36-50,Married,480463,Referral,155,5,0
8289632979,adatta@example.org,376,26-35,Married with Kids,277849,Referral,175,2,0
4329970661,takjivika@example.net,434,26-35,Married with Kids,273520,Direct,27,6,0
7784260791,aaryahi54@example.net,370,26-35,Single,174491,Organic Search,141,1,0
+915444914055,ayeshabassi@example.com,349,18-25,Married with Kids,223291,Paid Ads,81,4,0
03170770538,ivansandal@example.com,463,26-35,Married with Kids,405420,Organic Search,236,6,0
00242942573,parinaazchacko@example.org,463,26-35,Single,134496,Referral,213,4,0
01274750947,bajajdivij@example.com,335,26-35,Single,225203,Referral,295,5,0
+914204074428,sarankiaan@example.net,391,26-35,Married with Kids,243362,Direct,141,12,0
9375929787,vchakrabarti@example.net,324,18-25,Single,92668,Paid Ads,194,6,0
08954376668,vmall@example.net,335,18-25,Married,130367,Paid Ads,59,9,0
4923885785,shalvbakshi@example.net,669,36-50,Married,619333,Paid Ads,261,7,1
+911855678162,dboase@example.net,594,51+,Married with Kids,595159,Paid Ads,72,14,1
05972361132,anahi74@example.org,615,36-50,Married with Kids,573785,Paid Ads,144,10,1
08583848689,indrans07@example.com,465,26-35,Married,302744,Direct,103,7,0
5427223345,rashabutala@example.org,530,36-50,Single,439138,Referral,222,10,0
7109202213,neelofar36@example.net,557,36-50,Married with Kids,641454,Paid Ads,78,9,1
3471311335,rsampath@example.com,440,51+,Single,331873,Social Media,142,9,0
2578188839,samairakari@example.com,584,51+,Single,348588,Paid Ads,182,13,0
+910041096589,nityabhattacharyya@example.com,462,26-35,Married,244597,Organic Search,36,6,0
5166720385,waliheer@example.org,515,26-35,Single,307615,Direct,231,8,0
00273387374,madhup37@example.com,342,26-35,Single,309619,Referral,23,11,0
+915094929524,xkanda@example.com,506,26-35,Married,313030,Referral,241,14,0
00793619731,senkrish@example.net,646,36-50,Married,601386,Paid Ads,226,14,0
4009537860,sahotanitya@example.com,590,36-50,Married,673804,Referral,275,2,0
7689618269,esahota@example.net,401,26-35,Single,212599,Direct,274,5,0
1825512331,ywagle@example.com,613,36-50,Married with Kids,521928,Organic Search,290,5,1
09145552163,egrover@example.com,652,36-50,Married,639485,Organic Search,273,10,1
7489740393,usoni@example.org,549,36-50,Married,564570,Social Media,206,7,0
03532957574,veer02@example.net,550,36-50,Married with Kids,602628,Organic Search,225,3,1
4392589757,neelofar30@example.net,575,36-50,Married,659848,Organic Search,82,12,0
+915130652516,daliadharmajan@example.net,349,18-25,Single,123444,Social Media,115,1,0
3192769074,yasmin23@example.com,304,18-25,Single,5032,Organic Search,296,13,0
+919098903381,umang37@example.net,433,18-25,Married with Kids,128760,Social Media,116,2,0
3121739670,devanshzacharia@example.org,336,18-25,Single,132482,Direct,74,2,0
+911550732980,parimaster@example.org,395,18-25,Married with Kids,150080,Direct,82,12,0
05010009231,ctara@example.net,592,36-50,Single,472433,Referral,278,3,0
09229189119,raunaksagar@example.org,473,26-35,Single,303629,Direct,170,8,0
6602794715,routbaiju@example.org,457,26-35,Married with Kids,251585,Organic Search,80,8,0
5582292544,piya60@example.org,673,36-50,Married with Kids,658186,Referral,98,9,1
01687196004,ojasthaman@example.com,473,26-35,Married,266102,Paid Ads,287,12,0
2905545647,zoyabakshi@example.com,485,26-35,Married,248720,Organic Search,13,4,0
04226858322,evachandran@example.com,560,36-50,Married,639121,Direct,101,8,0
09793204326,jivin58@example.org,711,36-50,Married with Kids,640407,Organic Search,21,2,1
+911834808229,kataneelofar@example.com,533,26-35,Single,269636,Paid Ads,65,13,0
04343982240,akhosla@example.org,391,26-35,Married,234268,Paid Ads,290,4,0
07613817363,khushisuri@example.net,423,26-35,Single,243672,Referral,241,4,0
5359984759,samarkrishnan@example.org,345,18-25,Married,118935,Organic Search,240,2,0
+913022675296,dareva@example.org,470,26-35,Married with Kids,282546,Direct,277,11,0
05282331474,halderhazel@example.org,566,51+,Married with Kids,449430,Organic Search,169,13,0
6363837172,jaggarwal@example.com,515,51+,Married with Kids,494836,Organic Search,249,12,0
07593176060,pwalla@example.net,547,36-50,Single,442157,Social Media,114,5,0
+917575506350,akarsh51@example.com,615,51+,Married with Kids,503705,Organic Search,178,13,1
01130109887,dhanukbal@example.org,483,26-35,Married,284912,Organic Search,27,13,0
00685209842,battaranbir@example.org,397,26-35,Married,263887,Paid Ads,226,13,0
6726104143,miraan86@example.com,454,26-35,Married with Kids,212898,Organic Search,156,1,0
5658399918,kashviarora@example.net,561,26-35,Married with Kids,449214,Paid Ads,164,14,0
6731247705,sanghvimahika@example.net,533,36-50,Single,413049,Paid Ads,22,4,0
+910038021627,fsathe@example.com,593,36-50,Married,574050,Social Media,195,5,0
+914951521458,dyohannan@example.org,311,18-25,Married with Kids,89065,Social Media,52,9,0
07771614151,kiarakhalsa@example.net,656,36-50,Married,645419,Direct,37,1,0
00107937380,akarshrattan@example.com,405,26-35,Married with Kids,295492,Direct,263,2,0
+914112602591,lbassi@example.com,584,36-50,Married,610317,Direct,232,6,0
+912959316193,uthkarsh16@example.net,554,26-35,Married with Kids,340718,Organic Search,271,13,0
09467050593,faiyaz70@example.net,534,26-35,Married with Kids,325334,Direct,26,1,0
+911858422504,kkar@example.org,380,26-35,Single,232608,Organic Search,14,3,0
+911994459307,gatik97@example.org,453,26-35,Single,261794,Organic Search,140,8,0
+917888630213,yuvraj-kuruvilla@example.com,415,26-35,Single,158154,Direct,84,7,0
+915414273242,vritikaaggarwal@example.net,465,26-35,Married with Kids,300876,Referral,222,3,0
+913683596836,ichowdhury@example.net,532,36-50,Married,588453,Paid Ads,193,12,0
7697139401,drishyasrinivasan@example.net,507,51+,Married with Kids,433214,Paid Ads,135,7,0
04054846746,devikanav@example.com,671,36-50,Married,663992,Direct,39,5,0
7524645879,vkalita@example.com,482,26-35,Married,373064,Organic Search,238,6,0
8981718107,indrans79@example.com,456,36-50,Single,533187,Paid Ads,288,13,0
2627071409,kavya78@example.com,556,51+,Married,491996,Social Media,251,13,0
+913537518257,zchoudhury@example.org,613,36-50,Married,554250,Social Media,45,9,0
7330949730,flall@example.net,556,51+,Single,472435,Paid Ads,172,11,0
08049091103,purabbera@example.com,509,26-35,Married,370717,Organic Search,215,10,0
+918634025442,vanya01@example.net,526,36-50,Married,581064,Paid Ads,228,14,0
07484160947,karora@example.net,507,26-35,Married with Kids,256927,Referral,47,9,0
5903054274,neysa77@example.net,481,26-35,Married with Kids,318305,Social Media,246,7,0
+913110970421,ndubey@example.com,372,26-35,Single,253729,Organic Search,230,6,0
+914276654268,hunar70@example.net,577,26-35,Married,266549,Paid Ads,233,5,0
9284440788,odhawan@example.org,640,36-50,Married,586496,Referral,297,4,0
00334031704,vtara@example.net,471,26-35,Single,200065,Paid Ads,216,2,0
6973749774,vanyawarrior@example.com,396,26-35,Married with Kids,221636,Organic Search,56,4,0
02737134421,romil14@example.com,440,26-35,Single,180931,Referral,289,12,0
8088487548,xsundaram@example.com,620,36-50,Married with Kids,670435,Social Media,143,9,1
9001099460,ramanathansaanvi@example.org,483,36-50,Single,414546,Paid Ads,39,11,0
5754692139,dishani17@example.com,600,36-50,Single,507134,Social Media,95,4,0
7186382310,nayantarasubramaniam@example.net,645,36-50,Married,590774,Direct,43,5,0
+913336156660,achaudhry@example.org,642,36-50,Single,565208,Paid Ads,194,12,0
5400259162,kgupta@example.net,595,36-50,Single,453305,Social Media,165,8,0
+918818321672,diyasankaran@example.org,363,26-35,Married,239436,Paid Ads,46,7,0
+916060104164,vsawhney@example.net,527,36-50,Single,507291,Direct,186,12,0
05895003905,sumer43@example.net,654,36-50,Married with Kids,567540,Direct,21,4,1
+913693064879,udewan@example.com,319,18-25,Married,21188,Organic Search,213,9,0
0040986141,cwali@example.org,495,26-35,Married,312728,Direct,23,5,0
03763954419,msetty@example.com,489,26-35,Married with Kids,364542,Social Media,69,6,0
02927373646,ilalla@example.org,408,51+,Single,379765,Referral,19,11,0
+916433957888,vaibhav81@example.org,572,36-50,Single,485270,Referral,166,6,0
5416585448,mahluwalia@example.com,477,26-35,Married,350572,Direct,67,14,0
00436560940,aarna36@example.com,605,36-50,Married,655200,Organic Search,105,8,0
+912664815136,saanviboase@example.org,361,26-35,Single,205526,Direct,235,13,0
07245266753,kavya84@example.com,479,26-35,Single,240065,Referral,47,7,0
8916877022,lray@example.com,516,36-50,Single,456668,Referral,139,12,0
+913684630082,wkoshy@example.net,558,36-50,Married with Kids,543605,Referral,256,6,1
03836263437,keya70@example.com,330,26-35,Single,161082,Paid Ads,149,3,0
05355303436,bhavin97@example.org,332,18-25,Single,135084,Paid Ads,18,5,0
1643358503,indranilsuri@example.net,554,36-50,Married with Kids,550148,Paid Ads,175,8,1
5305557981,dhanuk77@example.com,480,26-35,Married with Kids,312968,Organic Search,216,6,0
5596755866,rchauhan@example.com,530,26-35,Married,390085,Organic Search,17,8,0
+919248422710,arnavrajan@example.com,474,26-35,Married,280970,Referral,69,12,0
02481935002,jivinramesh@example.net,420,18-25,Married,175247,Organic Search,259,4,0
9897105858,framakrishnan@example.com,414,26-35,Single,154669,Paid Ads,291,7,0
1090688754,mtak@example.org,567,36-50,Single,414118,Paid Ads,299,13,0
+916986512520,ishaan91@example.org,377,26-35,Married,291026,Referral,102,14,0
03913545363,hegderomil@example.org,480,26-35,Married with Kids,397327,Paid Ads,44,8,0
00961261069,zoya34@example.org,394,26-35,Married,228323,Organic Search,134,2,0
08328169222,shankaranika@example.org,451,36-50,Single,400473,Social Media,191,13,0
08151274182,saira80@example.net,719,36-50,Married,682195,Direct,247,10,1
04289792987,ishaanshere@example.net,471,26-35,Single,261329,Paid Ads,19,14,0
9076417615,saanvi20@example.com,691,36-50,Married with Kids,580138,Referral,96,11,1
+913294289947,hegdekimaya@example.net,511,26-35,Married with Kids,325462,Referral,74,8,0
4343354179,dyalsaanvi@example.org,703,36-50,Married,662972,Direct,112,11,1
08865261008,hazel05@example.org,417,26-35,Single,222425,Paid Ads,152,7,0
+912221063447,oyadav@example.org,507,26-35,Married with Kids,325099,Paid Ads,283,10,0
03295993643,echawla@example.org,622,36-50,Single,532500,Social Media,246,8,0
1960783289,gatiksehgal@example.org,382,18-25,Single,155182,Paid Ads,161,3,0
05041798784,riya06@example.net,452,18-25,Married with Kids,105818,Paid Ads,103,1,0
7060403116,osant@example.net,669,36-50,Married,650651,Direct,268,14,1
+915902198732,umang92@example.org,542,51+,Married with Kids,561567,Organic Search,221,7,1
+913356977103,kchaudhary@example.net,382,18-25,Married with Kids,62112,Social Media,19,6,0
9791892887,chaudhariira@example.com,640,36-50,Married,655631,Paid Ads,136,14,0
3266008768,ramaswamyalia@example.com,456,18-25,Married with Kids,261084,Direct,80,5,0
4932076998,duttela@example.org,537,36-50,Married,655512,Direct,268,8,0
3562131154,prerak95@example.com,343,18-25,Married with Kids,93369,Direct,266,5,0
2268383675,nchaudry@example.net,458,26-35,Married with Kids,305083,Social Media,55,11,0
+919909345822,yashvi83@example.org,457,26-35,Married with Kids,295101,Organic Search,78,7,0
+917923622802,ssahni@example.org,449,26-35,Married,278721,Social Media,159,12,0
+911475988759,dsastry@example.org,410,26-35,Married,201957,Paid Ads,144,9,0
+918783421758,dbath@example.net,486,26-35,Married,373383,Direct,77,12,0
+910858494823,zara05@example.org,561,36-50,Married,644815,Paid Ads,123,7,0
4290188143,dhanuk79@example.net,334,18-25,Married with Kids,117078,Direct,61,13,0
+911430482546,dhanukkulkarni@example.net,517,26-35,Single,305341,Paid Ads,22,1,0
7942840235,vritika42@example.net,657,36-50,Married,607215,Direct,46,12,0
7073425812,aniruddh19@example.com,432,26-35,Married,267724,Organic Search,32,3,0
07275304280,purab68@example.com,431,26-35,Married with Kids,269193,Referral,129,3,0
+910031113037,ryankala@example.org,547,36-50,Single,544657,Paid Ads,11,5,0
00768834855,rhearamesh@example.com,359,18-25,Married with Kids,123242,Referral,178,13,0
4568221266,sagarhimmat@example.org,548,36-50,Single,484926,Organic Search,185,12,0
+911036176165,hansh40@example.com,351,18-25,Single,112407,Organic Search,81,7,0
00174333677,khushi55@example.org,401,26-35,Married,244861,Direct,98,1,0
00322406994,pihu27@example.org,447,18-25,Married with Kids,177349,Direct,62,3,0
07952045216,oborah@example.com,730,36-50,Married with Kids,619844,Social Media,165,9,1
01316755934,aaravhayer@example.org,354,18-25,Married with Kids,42485,Referral,136,6,0
+913264164066,jayeshbir@example.com,545,36-50,Married with Kids,528210,Paid Ads,176,4,1
4460958247,yuvraj-45@example.org,569,36-50,Single,506225,Social Media,80,14,0
+917671042243,wasonaarav@example.net,474,18-25,Married with Kids,174136,Social Media,36,9,0
06221117277,rben@example.net,415,18-25,Married,140852,Organic Search,146,14,0
+917075432419,gokulchowdhury@example.org,536,26-35,Married with Kids,311933,Social Media,75,12,0
8901618695,thakurkeya@example.com,300,18-25,Married,120406,Organic Search,72,12,0
04228905822,vaibhav93@example.com,422,26-35,Married with Kids,274693,Referral,158,6,0
3453424090,jivintailor@example.org,427,26-35,Married with Kids,303772,Referral,245,9,0
+914009247497,ukara@example.org,428,26-35,Married with Kids,288721,Social Media,74,12,0
8376019819,awadhwa@example.com,450,26-35,Married,302871,Paid Ads,149,10,0
07892248569,samarthbuch@example.com,379,51+,Single,426048,Organic Search,221,10,0
+917442046373,srivastavadarshit@example.org,420,26-35,Married,317871,Social Media,50,13,0
07593472514,onkarchowdhury@example.com,447,26-35,Single,269152,Organic Search,45,1,0
